barcode,name,brand,ingredients,allergens,energy_100g,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,serving_size,category,is_sustainable
602652551543,Healthy Grains Granola Oats & Honey With Toasted Coconut,Kind,"gluten free oats, sugars (tapioca syrup, ca honey, molasses), brown rice crisp (brown rice, brown ric sea salt), millet, gluten free oat flour, coconut, canola oil, buckwheat, amaranth, quinoa, tocopherols, 9 may contain: peanuts, tree nuts, soy, sesame seeds, ingredients: gluten-free oats, sugars (cane tapio syrup, honey, molasses), crispy brown rice (brown rice,  brown rice, sea salt), millet, coconut gluten free oat flour, canola oil, buckwheat, amaranth, quinoa, toco may contain: peanuts, tree nuts, soy, sesa seeds","amaranth, buckwheat, cereals-containing-gluten, coconut, millet, oats, peanuts, quinoa, rice, sesame-seeds, soybeans, tree-nuts",1590.0,380.0,8.0,3.0,70.0,18.0,8.0,50g,Food,0
602652552168,Pretzels birthday cake,Creative snacks co,"Birthday cake yogurt flavoured coating (sugar, palm kernel oil, modified milk ingredients, soy lecithin, salt, vanilla extract, natural flavour), Pretzels (unbleached enriched wheat flour, malt [barley], salt, soybean oil), Nonpareils (sugar, corn starch, anthocyanin [colour], spirulina extract [colour], carotene [colour], paprika [colour], carnauba wax). Contains: Milk, Soy, Wheat, Barley. May contain: Peanuts, Tree Nuts, Eggs, Sesame Seeds.","cereals-containing-gluten, corn-maize, eggs, lecithin, milk, paprika, peanuts, sesame-seeds, soybeans, tree-nuts, vanilla",2010.0,480.0,18.0,,76.0,,4.0,8pretzels,Food,0
607766989343,Turkey breast,Members Choice,"Turkey breast, turkey broth, contains 2% or less of: vinegar, salt, sugar, sodium tripolyphosphate, celery powder, sea salt, caramel color added (class IV).",celery,397.0,95.0,2.1,0.7,2.1,1.5,17.0,56g,Food,0
607880305272,Dark Chocolate Granola Bites,Know & Love,"Rolled oats, organic whole grain corn flour, semi-sweet chocolate (chocolate liquor and/or unsweetened chocolate, cocoa butter, sugar, soy lecithin, vanilla), cane sugar, canola oil, molasses, honey, salt","cereals-containing-gluten, chocolate, cocoa, corn-maize, lecithin, milk, oats, soybeans, vanilla",544.0,130.0,5.0,1.0,20.0,,2.0,30g,Food,1
612322000783,"Gluten Free Oats, Dark Chocolate & Coconut Biscuit Breaks Chunky",Nairn's,"Gluten Free Wholegrain Oats (60%), Sustainable Palm Fruit Oil, Dark Chocolate Chips (10%) (Sugar, Cocoa Mass, Cocoa Butter, Emulsifier: Soya Lecithin, Natural Vanilla Flavouring), Demerara Sugar, Dessicated Coconut (5%), Tapioca Starch, Partially Inverted Refiners Syrup; Lyles Golden Syrup, Raising Agents (Sodium Bicarbonate, Ammonium Bicarbonate), Natural Flavouring, Sea Salt.","cereals-containing-gluten, chocolate, cocoa, coconut, lecithin, milk, oats, soybeans, vanilla",2001.0,478.0,22.9,11.1,55.8,18.8,8.5,40g,Condiments & Others,1
612322001858,Thai sweet chilli oatcakes,Nairns,"Wholegrain Oats (82%), Sustainable Palm Fruit Oil, Toasted Desiccated Coconut (5%), Brown Sugar, Sea Salt, Dehydrated Onion (1%), Tomato Powder (0.5%), Natural Flavouring, Raising Agent: Sodium Carbonates, Chilli Powder. ALLERGY ADVICE: For allergens, including cereals containing","chili, coconut, oats, onion, tomato",1941.0,464.0,19.8,8.7,56.8,4.3,10.0,10g,Food,1
612322030018,Fruit Oat Biscuit Breaks,Nairn's,"Gluten-Free Wholegrain Oats (66%), Sustainable Palm Fruit Oil, Currants (13%) (Currants, Sunflower Oil), Brown Sugar, Partially Inverted Refiners Syrup; Lyles Golden Syrup, Tapioca Starch, Raising Agents (Ammonium Carbonates, Sodium Carbonates), Natural Flavouring, Sea Salt.","cereals-containing-gluten, oats, sunflower-lecithin",1928.0,460.0,18.6,7.5,61.8,17.6,8.4,40g,Condiments & Others,1
612322030285,Crunchy oat bars - honey,Nairn’s,"3070B GREDIENTS: Gluten Free Wholegrain Oats (69%), Sustainable Palm Fruit Oil, Honey (7%) dietary fibre (Oligofructose), Brown Sugar, Tapioca Starch, Raising Agent: Sodium Carbonates, Sea Salt. A ADVICE: For allergens, see ingredients in bold. Both our recipe and factory are nut free. We can guarantee that our ingredients are nut free. Manufactured on equipment that handles milk. No suitable if you react to avenin-a protein in oats. 0004","cereals-containing-gluten, milk, oats",1942.0,464.15,19.1,7.6,61.3,8.0,7.7,1portion,Food,1
612511596103,Sirop Saveur Caramel,Maison routin,"Sucre de canne, eau, arome, acidifiant : acide citrique, colorant: caramel ordinaire, caramel aromatique (sucre, eau). (EN) Ingredients: cane sugar, water, flavouring, acid: citric acid, colour: plain caramel, aromatic caramel (sugar, water).",citric-acid,1395.0,333.33,,,80.0,80.0,,30g,Snacks,0
619211661568,Pinto Beans,Golden Harvest,"PINTO BEANS, WATER, SALT.",,322.0,76.9,0.0,0.0,15.4,0.77,4.62,2cup,Beverages,0
620133000540,Traditional English Muffins,Kinnikinnick,"Water, Gluten-free flour blend (rice flour, potato starcht,, modified tapioca starch, rice starch, chickpea flour, modified corn starch+],, Cane sugar, non-hydrogenated shortening (palm oil), Canola oil, Psyllium,, Yeast, Sodium phosphate, Pea fiber, Sodium bicarbonate, Pea protein, Cream of, tartar, Cultured corn syrup solids+, Citric acid, Modified cellulose, Salt, Vitamin, and mineral blend (niacin, iron, thiamine, riboflavin, folic acid), Natural flavour.","cereals-containing-gluten, chickpeas, citric-acid, corn-maize, milk, pea-protein, potato, rice, yeast",993.0,237.29,4.24,1.69,49.15,3.39,3.39,59g,Food,0
631656717808,Froot loops protein shake,Sixstar,"Water, Milk Protein Concentrate, Contains 2% or less of each of the following: Sunflower Oil, Natural and Artificial Flavors, Inulin, Magnesium Phosphate, Salt, Sodium Hexametaphosphate, Tripotassium Phosphate, Cellulose Gel, Dipotassium Phosphate, Cellulose Gum, Sodium Ascorbate, Sucralose, Calcium Phosphate, Ferric Pyrophosphate, Zinc Gluconate, Carrageenan, dl-Alpha-Tocopheryl Acetate, Manganese Sulfate, Sodium Molybdate, d-Calcium Pantothenate, Niacinamide, Pyridoxine Hydrochloride, Riboflavin, Thiamine Hydrochloride, Vitamin A Palmitate, Chromium Chloride, Copper Citrate, Potassium Iodide, Sodium Selenite, Folic Acid, Phylloquinone, Biotin, Cyanocobalamin, Cholecalciferol. Contains milk. Processed in a facility that also processes soy.","carrageenan, milk, soybeans, sucralose, sunflower-lecithin",206.0,49.2,0.9,0.15,0.9,0.31,9.23,1bottle,Health & Supplements,0
632432000350,Berry Lemonade,Guayaki Organic Yerba Mate,"filtered water, organic brewed yerba mate, organic yerba mate extract, organic lemon juice concentrate, organic brewed hibiscus, organic lemon extract, organic strawberry flavor, organic strawberry juice concentrate, organic cranberry flavor, organic cranberry juice concentrate, organic caffeine, organic quercetin, organic red beet juice concentrate","caffeine, cranberry, lemon, strawberry",18.3,4.37,0.0,0.0,0.87,0.44,0.0,1can,Health & Supplements,1
632674581792,Bean & bacon soup,Nutrisystem,"NAVY BEANS, CHICKEN BITS, AND CARROTS IN A SAVORY BROTH",chicken,669.0,160.0,10.0,,26.0,,12.0,1g,Food,0
634158623998,Whey protein powder,Vow nutrition,"Whey Protein Concentrate (Milk), Whey Protein Isolate (Milk), Cocoa Powder, Xanthan Gum (Thickener) Natural Flavouring (Chocolate), Sucralose (Sweetener), Silica (Anti-Caking Agent).","chocolate, cocoa, milk, sucralose, xanthan-gum",1618.0,386.67,6.67,,10.0,,80.0,30g,Health & Supplements,1
634158624018,Protein shake,VOW Nutrition,"Whey protein concentrate (Milk), Whey protein isolate (Milk), Xanthan Gum (Thickener) Natural Flavouring (Strawberry and White Chocolate), Sucralose (Sweetener), Beetroot (Colourant),, Silica Extract (Anti-Caking Agent).","chocolate, milk, strawberry, sucralose, xanthan-gum",1625.0,385.0,6.7,0.8,9.5,2.7,79.4,30g,Health & Supplements,1
637480003247,Soft baked blueberry bar,Atkins,"Nutrition - cts Amount per serving Total Fat 8g Sat Fat 3a % DV 10% 150/ Amount per serving Total Carb 19g Distan Cihar 11a % DV 7% 9c0/ Learn more about net carbs at atkinscom TOTAL CARES (199 FIBER 109) - SUGAR ALCOHOLSE 1E GREN ENTS: SOY PROTEIN ISOLATE, ALMONDS, POLYDEXTROSE, GLYCERIN, PALM KERNEL AND PALV OIL, SOLUBLE CORA EIGER, WATER, MICELLAR CASEIN, MODIFIED POTATO STARCH, CANOLA OIL, BLUEBERRIES CONTAINS LESS THAN 2% OF NATURAL FLAVORS, GUM ACAGI NONFAT DRY MILK, LECITHIN (SUNFLOWER AND SOY LECITHIN), BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE MONOHYDRATE, CALCIUM SULFATE), TAPIOCA STARCH, SALT, SUCRALOSE, MODIFIED CORNE STARCH, BLUEBERRY JUICE SOLIDS, INVERT SUGAR*, MIXED TOCOPHEROLS (TO MAINTAIN FRESHNESS) COMANS: MILK, SOY, ALMONDS PROCESSED IN A FACILITY THAT ALSO PROCESSES EGGS, WHEAT, PEANUTS, AND OTHER TREE NUTS, DISTRIBUTED EXCLUSIVELY BY: SIMPLY GOOD FOODS USA, INC, DENVER, CO 80202, 1-800-6-ATKINS ADDS A TRIVIAL AMOUNT OF ADDED SUGARS CONTAINS A BIOENGINEERED FOOD INGREDIENT","blueberry, casein, cereals-containing-gluten, corn-maize, eggs, lecithin, milk, peanuts, potato, soybeans, sucralose, sunflower-lecithin, tree-nuts",1590.0,380.0,16.0,6.0,38.0,4.0,30.0,1bar,Health & Supplements,1
637480003599,Crunchy protein cookies,Atkins,"milk protein concentrate, butter, cream, natural flavor, sunflower oil, polydextrose, water, cinnamon, natural flavors, salt, soy lecithin, xanthan gum, baking soda, sucralose","cinnamon, lecithin, milk, soybeans, sucralose, sunflower-lecithin, xanthan-gum",2240.0,536.0,42.9,14.3,21.4,3.57,28.6,6cookies,Health & Supplements,1
640516989927,"White Chocolate Cookies & Cream Flavour, Whey Protein",Naughty Boy,"Whey Protein Concentrate (Milk), Milk Protein Concentrate, Whey Protein Isolate (Milk) [Emulsifier: Soy Lecithin], Flavouring, Skim Milk Powder, Thickener (Sodium Carboxymethyl Cellulose, Guar Gum), Salt, Sweetener (Sucralose). ALLERGEN INFORMATION: This product is manufactured in a plant that proceses ingredients containing the following: Milk, Gluten (Oats, Wheat), Soya, Egg, Celery, Mustard, Sulphites, Fish, Crustaceans, Peanuts & Nuts.","celery, cereals-containing-gluten, eggs, fish, guar-gum, lecithin, milk, mustard, oats, peanuts, soybeans, sucralose, tree-nuts",1565.0,374.0,4.3,2.8,12.0,6.4,71.0,30g,Food,1
652642000506,Hazelnut Spread,Nocciolata,"raw sugar, hazelnut paste, sunflower oil, skim milk powder, cocoa, cocoa butter, soy lecithin, vanilla extract","cocoa, hazelnuts, lecithin, milk, soybeans, sunflower-lecithin, tree-nuts, vanilla",2340.0,559.0,32.4,5.88,52.9,50.0,8.82,2tbsp,Food,0
652655000654,Border Biscuits Sharing Pack 400G,Border biscuits,"wheat flour (calcium, iron, niacin, thiamin), sugar, milk and plain chocolate (sugar, cocoa butter, whole milk powder, cocoa mass, lactose (milk), whey (milk) powder, emulsifier: soya lecithin, natural vanilla flavouring), butter, vegetable oil (palm, palm kernel, rapeseed in varying proportions), rolled oats, sultanas, cornflour, butterscotch chips (sugar, glucose syrup, brown sugar, vegetable fat: shea kernel oil, palm oil, sunflower lecithin in varying proportions, butter, milk skimmed sweet and condensed salt, emulsifier: soya lecithin, sugar lcing, natural flavour), golden syrup, raising agents (ammonium bicarbonate, disodium diphosphate, sodium bicarbonate), salt, whole egg powder, skimmed milk powder, cocoa powder, natural flavouring, allergy advice: for allergens, including cereals containing gluten, see ingredients in bold, also, may contain nut, sesame seeds and barley","cereals-containing-gluten, chocolate, cocoa, eggs, lecithin, milk, oats, sesame-seeds, soybeans, sunflower-lecithin, vanilla",2120.0,506.0,26.2,12.5,61.3,30.0,5.0,1biscuit,Food,1
652729710038,Suddenly Pasta Salad,Betty Crocker,"Enriched Pasta (wheat flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid), Maltodextrin, Carrots*, Imitation Bacon Bits (soy flour, soybean oil, salt, hydrolyzed soy and corn protein, yeast extract, natural flavor, sunflower oil, sugar, potassium chloride, dextrose, yeast*, color [caramel color, red 3], tbhq [preservative], soy lecithin), Peas*, Sea Salt, Monosodium Glutamate, Modified Whey, Buttermilk*, Modified Corn Starch, Whey*, Garlic*, Onion*, Lactic Acid, Parsley*, Calcium Lactate, Potassium Chloride, Hydrolyzed Soy and Corn Protein, Citric Acid, Yeast Extract, Guar Gum, Natural Flavor, Barley Flour, Salt, Spice, Silicon Dioxide (anticaking agent), Bacon Fat*, Dried","cereals-containing-gluten, citric-acid, corn-maize, garlic, guar-gum, lecithin, milk, msg-monosodium-glutamate, onion, soybeans, sunflower-lecithin, yeast",1510.0,362.0,2.13,,74.5,6.4,12.8,1serving,Food,1
652729710649,Cheesy Ranch Burger,Hamburger Helper,"Enriched Pasta, Corn Starch, Maltodextrin, Salt, Modified Whey, Buttermilk, Sugar, Sea Salt, Monosodium Glutamate, Monoglycerides, Modified Corn Starch, Lactic Acid, Natural Flavors, Parsley, Calcium Lactate, Vinegar, Cheddar Cheese, Spice, Yeast Extract, Annatto Extract, Oleoresin Paprika, Blue Cheese, Parmesan Cheese, Sodium Phosphate, Enzyme Modified Blue Cheese, Enzyme Modified Cheddar Cheese, Cultures, Sodium Citrate, Disodium Inosinate, Disodium Guanylate","cereals-containing-gluten, corn-maize, milk, msg-monosodium-glutamate, paprika, yeast",1430.0,343.0,2.86,,74.3,5.71,8.57,1portion,Food,1
652729710809,Double cheeseburger macaroni,Hamburger helper,"Enriched Macaroni (Wheat Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid), Cornstarch, Salt, wheat flour, Sugar, Contains 2% or less of: Vegetable Oil (Canola, Soybean, and/or Sunflower), Whey, Cheddar & Blue Cheeses* (Cultured Pasteurized Milk, Salt, Enzymes), Maltodextrin, Nonfat Milk*, Salt, Natural Flavors, Color (Yellow 5 & 6, yellow lakes 5 & 6, Annatto & Turmeric Extract), Dairy Solids, Tomatoes*, Onion*, Citric Acid, Garlic*, Spices, Yeast Extract, Monoglycerides. *Dried","cereals-containing-gluten, citric-acid, garlic, milk, onion, soybeans, sunflower-lecithin, turmeric, yeast",1480.0,353.0,1.47,0.0,70.6,5.88,8.82,34g,Food,0
652729710823,Beef pasta,Hamburger helper,"Enriched Pasta (wheat flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid), Corn Starch, Salt, Wheat Flour, Modified Whey, Onion Powder, Color (caramel color, annatto extract), Maltodextrin, Potassium Chloride, Hydrolyzed Corn, Soy, and Wheat Protein, Yeast Extract, Natural And Artificial Flavor, Vegetable Oil (canola, soybean, and/or sunflower oil), Spice, Monoglycerides, Sugar, Safflower Oil, Silicon Dioxide (anticaking agent)","cereals-containing-gluten, corn-maize, milk, onion, soybeans, sunflower-lecithin, yeast",1470.0,351.0,1.35,0.0,73.0,2.7,8.11,1serving,Food,0
654914010008,Nutty Delights Hot Nuts,Nutty Delights,"Peanuts min 45%, salt coating, 45% (corn aising agent E450 and E500), vegetable oil, dextrose, powdered spices, mate E621, citric acid E330. Allergen info: the product contains peanuts. u, energetic value Kcal 550/ kJ 2180, fats 31.9","citric-acid, corn-maize, msg-monosodium-glutamate, peanuts",2180.0,550.0,31.9,7.8,49.8,2.6,15.9,100g,Condiments & Others,0
657082041409,San Francisco Style Sourdough,Izzio,"Organic Wheat Flour, Organic Sourdough Culture (Organic Whole Wheat Flour, Water), Water, Sea Salt, Organic Enzymes",cereals-containing-gluten,821.0,196.0,0.0,0.0,41.1,0.0,7.14,2slices,Food,1
657082064101,Organic Everything Sourdough,"Izzio, Izzio Artisan Bakery","INGREDIENTS. Organic Wheat Flour, Organic Sourdough Culture (Organic Flour, Water), Water, Organic Poppy Seeds, Organic Onion, Organic Garlic, Sea Salt, Organic Flax Seeds. CONTAINS: Wheat. 100% 100% - 8 - NUT NUT FREE","cereals-containing-gluten, flaxseed, garlic, onion",971.0,232.0,0.89,,44.6,,7.14,1serving,Health & Supplements,1
657082064903,Organic Lucky 7 Multigrain Sourdough,"Izzio, Izzio Artisan Bakery","Water, Organic Whole Wheat Flour, Organic Wheat Flour, Honey, Organic Rolled Oats, Organic Poppy Seeds, Organic Millet Seeds, Organic Sunflower 100% Seeds, Organic Flax Seeds, Organic Pumpkin Seeds, Sea Salt. CONTAINS: Wheat. NUT FREE FREE K PARVE P.Y.","cereals-containing-gluten, flaxseed, millet, oats, sunflower-lecithin",897.0,214.29,0.89,,39.29,3.57,7.14,56g,Health & Supplements,1
658533123019,Burger,Burger,Angus Beef,beef,1000.0,240.0,19.3,8.0,0.0,0.0,17.3,1portion,Food,0
660726504277,cookies and cream protein powder,Muscle Milk,"Milk protein isolate, whey protein concentrate, maltodextrin, calcium caseinate, non-dairy creamer (sunflower oil, maltodextrin, sodium caseinate, milk derivative, mono-and diglycerides, tocopherols (protect flavor)), sodium caseinate, soluble corn fiber, canola oil, mixed triglycerides, oat hull fiber, cookie pieces (milk protein isolate, inulin, palm oil, sugar, cocoa (processed with alkali), ground flax seed, sunflower lecithin, natural flavor), salt, less than 1% of: acesulfame potassium, ascorbic acid (vitamin C), calcium phosphate, dextrose, magnesium oxide, natural and artificial flavor, potassium chloride, sucralose, vitamin A palmitate, vitamin D3","ascorbic-acid-vitamin-c, casein, cocoa, corn-maize, flaxseed, lecithin, milk, oats, sucralose, sunflower-lecithin",1730.0,414.0,12.9,5.0,31.4,4.29,45.7,70g,Health & Supplements,0
660846000253,Honey smoked salmon,Honey smoked fish co,HONEY SMOKED SALMON,fish,1883.0,450.0,35.0,5.0,,,32.5,4g,Food,0
661537366139,Protein Blueberry Cheesecake,Bowmar Nutrition,"Whey Protein Concentrate, Whey Protein Isolate, Allulose, Salt (Sodium Chloride), Gum Blend (Guar Gum, Gum Acacia, Xanthan Gum), Natural Flavor, Rebaudioside M","guar-gum, milk, xanthan-gum",502.0,120.0,2.5,1.5,4.0,1.0,22.0,31.6g,Health & Supplements,1
662166669356,Sour Cran Watermelon Flavored,Patience,"Dried unsweetened cranberries (cranberries*, soluble corn fiber, glycerin, sunflower oil*), Cane sugar*, Citric acid, Natural flavor* (*Organic)","citric-acid, corn-maize, cranberry, sunflower-lecithin",1200.0,286.0,0.0,,85.7,14.3,0.0,1portion,Health & Supplements,1
664918706180,Sparkling Mango & Violet,Dr Funk,"water, co2, citric acid, steviol glycosides, natural mango and violet flavours. magnesium citrate. vitamins: niacin, biotin, b6, b12, c, d3","citric-acid, mango, stevia",8.48,2.0,0.0,0.0,0.46,0.0,0.0,1can,Health & Supplements,1
664918706203,Immune Edition - Lemon & Elderflower,Dr Funk,"Water, CO2, Citric Acid, Sweetener: Stevia Leaf Extract (Steviol Glycosides), Lemon And Elderflower flavours,Zinc Gluconate,Vitamins: Niacin, B6, Biotin, B12, C, D3.","citric-acid, lemon, stevia",5.0,1.0,0.0,0.0,0.0,0.0,0.0,330ml,Food,0
665244204128,Banana Chips,Delicious Delights,"Banana, FD &C Yellow No.5 (E102), Fully Hydrogenated Vegetable Oil, Salt.",banana,,,10.0,,20.0,11.0,1.0,100g,Food,0
665591001531,Raspberry Chipotle BBQ sauce,Blues Hog,"White Sugar, Water, Raspberries, Chipotle Peppers, Vinegar, Salt, Tomato Paste, Smoke Essence, Onion, Garlic, Brown Sugar, Ketchup, Distilled Vinegar, High Fructose Corn Syrup, Corn Syrup, Spice, Onion Powder, Natural Flavoring, White Vinegar, Apple Cider Vinegar, Lemon Juice, Black Pepper, Worcestershire Sauce, Molasses, Corn Syrup, Salt, Sugar, Spices, Caramel Color, Anchovies, Natural Flavors, Xanthan Gum, Dehydrated Garlic Powder, Tamarind Extract, Spices, Paprika, Dehydrated Garlic, Salt, Cinnamon, Ginger, Red Pepper, Vanilla","apple, bell-pepper, cinnamon, corn-maize, garlic, ginger, lemon, onion, paprika, raspberry, tomato, vanilla, xanthan-gum",1320.0,316.0,2.63,0.0,71.1,63.2,0.0,2tbsp,Condiments & Others,0
666050000027,Boned salt cod,Shoal water seafoods,Cod  Salt,fish,544.0,130.0,1.0,0.2,,,31.0,113g,Food,0
666334075017,Oreo Iced Coffee,"International Delight,Oreo","COFFEE (FILTERED WATER, COFFEE), SKIM MILK, CANE SUGAR, CREAM, PECTIN, COCOA PROCESSED WITH ALKALI, SALT, NATURAL AND ARTIFICIAL FLAVORS.","caffeine, cocoa, milk",208.0,49.7,1.13,0.68,9.0,8.13,1.13,1can,Beverages,0
669660801046,Organic Sweet Potato,Nature Beauty,ORGANIC Sweet Potato,potato,544.0,130.0,,,33.0,7.0,2.0,227g,Food,1
669809101808,Smart sweets caramels,Smart sweet,"Coconut cream, Soluble corn fiber, Chicory root fiber, Isomalto-oligosaccharides, Water, Palm oil, Salt, Sunflower lecithin, Natural flavours, Stevia leaf extract, Locust bean gum, Xanthan gum","coconut, corn-maize, lecithin, milk, stevia, sunflower-lecithin, xanthan-gum",1300.0,311.0,17.8,15.6,64.4,4.44,2.22,1portion,Health & Supplements,1
